path	type	strategy	rel_file_path	timestamp	dirty	build	touch_build	node_x	node_y	node_color
/project1/worldgen/pieces/wg_waterfall/render_cam	cam	tdn	project1/worldgen/pieces/wg_waterfall/render_cam.tdn	2026-08-27 07:04:25 UTC		1	099.2025.32460	0	400	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_relativity	geo	tdn	project1/worldgen/pieces/wg_relativity.tdn	2026-08-27 07:04:23 UTC		2	099.2025.32460	1200	-600	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_relativity/render_cam	cam	tdn	project1/worldgen/pieces/wg_relativity/render_cam.tdn	2026-08-27 07:04:25 UTC		1	099.2025.32460	0	400	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_stair_well	geo	tdn	project1/worldgen/pieces/wg_stair_well.tdn	2026-08-27 07:04:23 UTC		2	099.2025.32460	600	-1200	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_stair_well/render_cam	cam	tdn	project1/worldgen/pieces/wg_stair_well/render_cam.tdn	2026-08-27 07:04:25 UTC		1	099.2025.32460	0	400	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_tessellation	geo	tdn	project1/worldgen/pieces/wg_tessellation.tdn	2026-08-27 07:04:23 UTC		2	099.2025.32460	1800	0	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_tessellation/render_cam	cam	tdn	project1/worldgen/pieces/wg_tessellation/render_cam.tdn	2026-08-27 07:04:25 UTC		1	099.2025.32460	0	400	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_fractal_tower	geo	tdn	project1/worldgen/pieces/wg_fractal_tower.tdn	2026-08-27 07:04:23 UTC		2	099.2025.32460	1200	0	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_fractal_tower/render_cam	cam	tdn	project1/worldgen/pieces/wg_fractal_tower/render_cam.tdn	2026-08-27 07:04:25 UTC		1	099.2025.32460	0	400	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_penrose_stairs	geo	tdn	project1/worldgen/pieces/wg_penrose_stairs.tdn	2026-08-27 07:04:23 UTC		2	099.2025.32460	0	0	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_penrose_stairs/render_cam	cam	tdn	project1/worldgen/pieces/wg_penrose_stairs/render_cam.tdn	2026-08-27 07:04:25 UTC		1	099.2025.32460	0	400	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_impossible_cube	geo	tdn	project1/worldgen/pieces/wg_impossible_cube.tdn	2026-08-27 07:04:23 UTC		2	099.2025.32460	0	-1200	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_impossible_cube/render_cam	cam	tdn	project1/worldgen/pieces/wg_impossible_cube/render_cam.tdn	2026-08-27 07:04:26 UTC		1	099.2025.32460	0	400	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_infinite_library	geo	tdn	project1/worldgen/pieces/wg_infinite_library.tdn	2026-08-27 07:04:23 UTC		2	099.2025.32460	600	-600	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_infinite_library/render_cam	cam	tdn	project1/worldgen/pieces/wg_infinite_library/render_cam.tdn	2026-08-27 07:04:26 UTC		1	099.2025.32460	0	400	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_spiral_staircase	geo	tdn	project1/worldgen/pieces/wg_spiral_staircase.tdn	2026-08-27 07:04:23 UTC		2	099.2025.32460	600	0	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_spiral_staircase/render_cam	cam	tdn	project1/worldgen/pieces/wg_spiral_staircase/render_cam.tdn	2026-08-27 07:04:26 UTC		1	099.2025.32460	0	400	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_infinite_corridor	geo	tdn	project1/worldgen/pieces/wg_infinite_corridor.tdn	2026-08-27 07:04:23 UTC		2	099.2025.32460	2400	-600	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_infinite_corridor/render_cam	cam	tdn	project1/worldgen/pieces/wg_infinite_corridor/render_cam.tdn	2026-08-27 07:04:26 UTC		1	099.2025.32460	0	400	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_mobius_architecture	geo	tdn	project1/worldgen/pieces/wg_mobius_architecture.tdn	2026-08-27 07:04:24 UTC		2	099.2025.32460	1200	-1200	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_mobius_architecture/render_cam	cam	tdn	project1/worldgen/pieces/wg_mobius_architecture/render_cam.tdn	2026-08-27 07:04:26 UTC		1	099.2025.32460	0	400	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_ascending_descending	geo	tdn	project1/worldgen/pieces/wg_ascending_descending.tdn	2026-08-27 07:04:24 UTC		2	099.2025.32460	1800	-600	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_ascending_descending/render_cam	cam	tdn	project1/worldgen/pieces/wg_ascending_descending/render_cam.tdn	2026-08-27 07:04:26 UTC		1	099.2025.32460	0	400	0.3000,0.5000,0.9000
/project1/worldgen/renders	base	tdn	project1/worldgen/renders.tdn	2026-08-27 07:04:21 UTC		1	099.2025.32460	0	-300	0.3000,0.5000,0.9000
/project1/worldgen/light_rig	base	tdn	project1/worldgen/light_rig.tdn	2026-08-27 07:04:21 UTC		2	099.2025.32460	-400	0	0.3000,0.5000,0.9000
/project1/worldgen/light_rig/sun	light	tdn	project1/worldgen/light_rig/sun.tdn	2026-08-27 07:04:24 UTC		1	099.2025.32460	0	0	0.3000,0.5000,0.9000
/project1/worldgen/light_rig/ambient	light	tdn	project1/worldgen/light_rig/ambient.tdn	2026-08-27 07:04:24 UTC		1	099.2025.32460	0	-150	0.3000,0.5000,0.9000
/project1/worldgen/materials	base	tdn	project1/worldgen/materials.tdn	2026-08-27 07:04:21 UTC		1	099.2025.32460	-400	400	0.3000,0.5000,0.9000
/project1/particles	base	tdn	project1/particles.tdn	2026-08-27 07:04:20 UTC		2	099.2025.32460	328	49	0.3000,0.5000,0.9000
/project1/particles/cam1	cam	tdn	project1/particles/cam1.tdn	2026-08-27 07:04:21 UTC		1	099.2025.32460	200	0	0.3000,0.5000,0.9000
/project1/particles/light1	light	tdn	project1/particles/light1.tdn	2026-08-27 07:04:21 UTC		1	099.2025.32460	200	-100	0.3000,0.5000,0.9000
/project1/particles/geo_burst	geo	tdn	project1/particles/geo_burst.tdn	2026-08-27 07:04:21 UTC		1	099.2025.32460	200	150	0.3000,0.5000,0.9000
/project1/particles/geo_motes	geo	tdn	project1/particles/geo_motes.tdn	2026-08-27 07:04:21 UTC		1	099.2025.32460	200	250	0.3000,0.5000,0.9000
/project1/starfield	base	tdn	project1/starfield.tdn	2026-08-27 07:14:00 UTC		2	099.2025.32460	-425	-75	0.3000,0.5000,0.9000
/project1/geo_engines	base	tdn	project1/geo_engines.tdn	2026-08-27 07:04:20 UTC		2	099.2025.32460	600	0	0.3000,0.5000,0.9000
/project1/geo_engines/cam_look	null	tdn	project1/geo_engines/cam_look.tdn	2026-08-27 07:04:21 UTC		1	099.2025.32460	0	0	0.3000,0.5000,0.9000
/project1/geo_engines/water_sim	geo	tdn	project1/geo_engines/water_sim.tdn	2026-08-27 07:04:21 UTC		1	099.2025.32460	367	-108	0.3000,0.5000,0.9000
/project1/geo_engines/nuke_light	light	tdn	project1/geo_engines/nuke_light.tdn	2026-08-27 07:04:22 UTC		1	099.2025.32460	0	0	0.3000,0.5000,0.9000
/project1/geo_engines/render_cam	cam	tdn	project1/geo_engines/render_cam.tdn	2026-08-27 07:04:22 UTC		1	099.2025.32460	87	276	0.3000,0.5000,0.9000
/project1/geo_engines/nikki_shrine	geo	tdn	project1/geo_engines/nikki_shrine.tdn	2026-08-27 07:04:22 UTC		2	099.2025.32460	400	-400	0.3000,0.5000,0.9000
/project1/geo_engines/nikki_shrine/shrine_mesh	fbx	tdn	project1/geo_engines/nikki_shrine/shrine_mesh.tdn	2026-08-27 07:04:24 UTC		2	099.2025.32460	0	0	0.3000,0.5000,0.9000
/project1/geo_engines/nikki_shrine/shrine_mesh/file1	null	tdn	project1/geo_engines/nikki_shrine/shrine_mesh/file1.tdn	2026-08-27 07:04:26 UTC		1	099.2025.32460	629	0	0.3000,0.5000,0.9000
/project1/geo_engines/nikki_shrine/shrine_mesh/group1	geo	tdn	project1/geo_engines/nikki_shrine/shrine_mesh/group1.tdn	2026-08-27 07:04:26 UTC		2	099.2025.32460	909	0	0.3000,0.5000,0.9000
/project1/geo_engines/nikki_shrine/shrine_mesh/mergedGeos	null	tdn	project1/geo_engines/nikki_shrine/shrine_mesh/mergedGeos.tdn	2026-08-27 07:04:27 UTC		1	099.2025.32460	100	-225	0.3000,0.5000,0.9000
/project1/geo_engines/render_light	light	tdn	project1/geo_engines/render_light.tdn	2026-08-27 07:04:22 UTC		1	099.2025.32460	367	119	0.3000,0.5000,0.9000
/project1/geo_engines/cosmic_orrery	base	tdn	project1/geo_engines/cosmic_orrery.tdn	2026-08-27 07:04:22 UTC		2	099.2025.32460	800	-200	0.3000,0.5000,0.9000
/project1/geo_engines/cosmic_orrery/sun	geo	tdn	project1/geo_engines/cosmic_orrery/sun.tdn	2026-08-27 07:04:24 UTC		1	099.2025.32460	-600	0	0.3000,0.5000,0.9000
/project1/geo_engines/cosmic_orrery/cam1	cam	tdn	project1/geo_engines/cosmic_orrery/cam1.tdn	2026-08-27 07:04:24 UTC		1	099.2025.32460	0	600	0.3000,0.5000,0.9000
